,osmid,type,object,name,lat,lon,geometry,city,historic,addr:street,addr:housenumber,start_date,opening_hours,phone,contact:website,building:levels,wikipedia,contact:phone,ref:temples.ru,contact:email,website,description,contact:vk,service_times,contact:facebook,contact:instagram,contact:twitter,contact:youtube,email
43,48333936,church,building,Церковь ссв. Косьмы и Домиана,55.88033786733353,37.45539651250944,"POLYGON ((37.4552622 55.8802567, 37.4552602 55.8802859, 37.4551964 55.8802846, 37.4551944 55.880316, 37.4551627 55.8803153, 37.4551607 55.8803468, 37.455191 55.8803474, 37.455189 55.8803777, 37.4552608 55.8803792, 37.4552585 55.8804143, 37.455559 55.8804202, 37.4555749 55.8804179, 37.4555848 55.8804101, 37.4555848 55.8804011, 37.4555808 55.8803919, 37.455565 55.8803874, 37.455543 55.8803873, 37.4555433 55.8803715, 37.4555849 55.8803717, 37.4555997 55.8803665, 37.4556058 55.8803605, 37.4556106 55.8803509, 37.4556099 55.8803338, 37.4556033 55.8803256, 37.4555916 55.8803201, 37.4555453 55.8803186, 37.4555473 55.8802979, 37.4555734 55.8802986, 37.4555876 55.8802941, 37.4555947 55.8802838, 37.4555937 55.8802744, 37.4555835 55.880267, 37.4555678 55.8802633, 37.4552622 55.8802567))",Москва,,Правобережная улица,6,,,,http://kosmaidamian.ru/,,ru:Храм Бессребреников Космы и Дамиана в Космодемьянском,+7 495 5723628,6820,hram.k.d@yandex.ru,,,https://vk.com/kosmaidamian,,https://www.facebook.com/Kosma.i.Damian.Hram,https://www.instagram.com/kosma.i.damian.hram/,https://twitter.com/kosma_i_damian,https://www.youtube.com/user/KosmaIDamianvKD,
44,48417866,church,building,Храм Успения Пресвятой Богородицы,55.719051454614984,37.85702202396992,"POLYGON ((37.8572149 55.7189951, 37.8571747 55.7190004, 37.8571469 55.7189797, 37.8571043 55.7189625, 37.857057 55.7189552, 37.8570472 55.7189287, 37.856912 55.7189445, 37.8569222 55.7189721, 37.8568869 55.7189867, 37.8568585 55.7190136, 37.85685 55.7190439, 37.8568012 55.7190501, 37.8568137 55.7190809, 37.8568277 55.7191156, 37.85688 55.7191088, 37.856913 55.719128, 37.8569541 55.7191414, 37.8569971 55.7191477, 37.8570069 55.719174, 37.8571355 55.7191587, 37.8571251 55.719131, 37.8571592 55.7191125, 37.8571815 55.7190937, 37.8571901 55.7190685, 37.8572421 55.7190618, 37.8572149 55.7189951))",Москва,,,,,,,,,,,,,,,,,,,,,
45,48417867,church,building,Храм Святителя Николая,55.71936914715687,37.857101830660035,"POLYGON ((37.8569495 55.719324, 37.856961 55.7193509, 37.8569296 55.7193555, 37.8569002 55.7193599, 37.8569297 55.7194235, 37.8569883 55.7194148, 37.857003 55.7194491, 37.8572409 55.7194168, 37.8572888 55.7193727, 37.8572689 55.7193199, 37.8571875 55.7192918, 37.8569495 55.719324))",Москва,,,,,,,,,,,,,,,,,,,,,
46,48417868,church,building,Святителя Тихона,55.71911399338561,37.85736373279545,"POLYGON ((37.8572517 55.7190861, 37.8572557 55.7191005, 37.8572383 55.7191021, 37.8572518 55.7191503, 37.8572692 55.7191488, 37.8572722 55.7191596, 37.8573754 55.7191504, 37.8574614 55.7191428, 37.8574565 55.7191252, 37.8574887 55.7191223, 37.8574966 55.7191185, 37.8575022 55.7191136, 37.857505 55.719108, 37.8575049 55.7191021, 37.8575002 55.7190948, 37.8574909 55.7190891, 37.8574785 55.7190858, 37.8574462 55.7190886, 37.8574408 55.7190693, 37.8572517 55.7190861))",Москва,,,,,,,,,,,,,,,,,,,,,
47,48859890,church,building,Церковь Святителя Николая Чудотворца На Берсеневке В Верхних Садовниках,55.74377496568178,37.610708694845435,"POLYGON ((37.6107997 55.7439203, 37.6108148 55.7439091, 37.6108128 55.7438955, 37.6108518 55.7438885, 37.6108765 55.7438787, 37.6108741 55.7438573, 37.6108942 55.7438549, 37.6109129 55.7438507, 37.6109224 55.7438378, 37.6109209 55.7438269, 37.6109402 55.7438182, 37.6109494 55.7438063, 37.6109513 55.7437887, 37.6107962 55.7437166, 37.6108352 55.7436894, 37.6106497 55.7436195, 37.6104461 55.7437784, 37.6107702 55.7439187, 37.6107997 55.7439203))",Москва,,Берсеневская набережная,18-20-22 с2,1657,,,,,ru:Храм Николая Чудотворца на Берсеневке,,4479,,,,,,,,,,
48,49260759,church,building,Старообрядческий собор Рождества Христова,55.73881614515127,37.70278919045719,"POLYGON ((37.7023172 55.7389251, 37.7026864 55.7389307, 37.7026853 55.7389641, 37.7028235 55.738966, 37.7028198 55.7390665, 37.7029668 55.7390677, 37.7029713 55.7389686, 37.7031013 55.73897, 37.7031037 55.7389348, 37.7032347 55.7389363, 37.7032447 55.7387234, 37.7031136 55.7387222, 37.7031179 55.7386655, 37.7029952 55.7386635, 37.7029974 55.7385873, 37.7028497 55.738585, 37.7028473 55.7386619, 37.7027358 55.7386602, 37.7027352 55.7386842, 37.7023306 55.738678, 37.7023263 55.738761, 37.7022721 55.7387605, 37.7022685 55.7388535, 37.7023208 55.7388549, 37.7023172 55.7389251))",Москва,,улица Рогожский Посёлок,29 с2,,,,,,,,,,,,,,,,,,
49,49494822,church,building,Храм Василия Исповедника,55.745254740339995,37.68327066310434,"POLYGON ((37.6831128 55.7453461, 37.6831446 55.7453924, 37.6835909 55.7453044, 37.6834473 55.7451002, 37.6830109 55.7451959, 37.6830458 55.745252, 37.6829355 55.7452769, 37.6829709 55.7453218, 37.6830025 55.745371, 37.6831128 55.7453461))",Москва,,Международная улица,10 с2,,,,,,,,,,,,,,,,,,
50,49565620,church,building,Храм святых мучеников Флора и Лавра на Зацепе,55.72840810997281,37.637871794658274,"POLYGON ((37.6382329 55.7284846, 37.6382303 55.7285048, 37.6379295 55.7284927, 37.6379258 55.7285225, 37.6375114 55.7285059, 37.6375201 55.7284373, 37.6374718 55.7284354, 37.6374831 55.7283461, 37.6375314 55.728348, 37.6375397 55.7282821, 37.6379656 55.7282992, 37.6379615 55.7283315, 37.6382508 55.728343, 37.6382481 55.728364, 37.6382883 55.7283714, 37.6383204 55.728387, 37.6383393 55.7284084, 37.638342 55.7284322, 37.6383297 55.7284532, 37.638305 55.7284703, 37.638271 55.7284812, 37.6382329 55.7284846))",Москва,,Дубининская улица,9/3 к1,,,,http://hram-flora-lavra.ru/,,ru:Церковь Флора и Лавра на Зацепе,,,,,,,,,,,,
51,49578624,church,building,Церковь Казанской иконы Божией Матери,55.766230535939435,37.62466823438947,"POLYGON ((37.62425 55.7661825, 37.6242674 55.7663149, 37.625022 55.7662835, 37.6250211 55.7662771, 37.6250612 55.7662708, 37.625094 55.7662564, 37.6251145 55.7662361, 37.6251196 55.7662129, 37.6251085 55.7661903, 37.6250829 55.7661719, 37.6250467 55.7661603, 37.6250054 55.7661575, 37.6250046 55.7661511, 37.6243414 55.7661787, 37.6243382 55.7661541, 37.624274 55.7661568, 37.6242772 55.7661813, 37.62425 55.7661825))",Москва,,улица Рождественка,20/8 с6,,,,,3,,,,,,,,,,,,,
52,49588578,church,building,Храм Покрова Пресвятой Богородицы,55.78159767476246,37.695274243066656,"POLYGON ((37.6952898 55.7816917, 37.6952881 55.7817017, 37.6954399 55.7817098, 37.6954745 55.7815056, 37.6953226 55.7814975, 37.695321 55.7815075, 37.6951986 55.7815009, 37.695197 55.7815099, 37.6951124 55.7815053, 37.6951031 55.7815605, 37.6950344 55.7815568, 37.6950252 55.7816112, 37.6950939 55.7816149, 37.6950846 55.7816697, 37.6951692 55.7816742, 37.6951674 55.7816851, 37.6952898 55.7816917))",Москва,,Бакунинская улица,83Б с3,,,,,,ru:Храм Покрова Пресвятой Богородицы в Рубцове,,,,,,,,,,,,
53,50612064,church,building,Храм Воздвижения Креста Господня в Алтуфьево,55.908003205818396,37.58635483103108,"POLYGON ((37.5861293 55.9080987, 37.5862118 55.9080796, 37.5862412 55.9081195, 37.5864813 55.908064, 37.586454 55.908026, 37.5866422 55.907982, 37.5866705 55.9079623, 37.5866344 55.9079102, 37.5865933 55.9079038, 37.586399 55.9079488, 37.5863667 55.9079087, 37.5861305 55.9079633, 37.5861641 55.9080089, 37.5860779 55.9080288, 37.5861038 55.908064, 37.5861293 55.9080987))",Москва,,Алтуфьевское шоссе,147 с1,1763,,+7 499 2095422,,,ru:Храм Воздвижения Креста Господня в Алтуфьеве,,,,http://hramaltuf.prihod.ru/,,,,,,,,
54,51259167,church,building,Церковь Иоанна Златоуста,55.765562373136454,37.62446971927839,"POLYGON ((37.624245 55.7656812, 37.6242048 55.7654735, 37.6246944 55.7654435, 37.6247346 55.7656513, 37.624245 55.7656812))",Москва,,улица Рождественка,20/8 с15,,,,,3,,,,,,,,,,,,,
55,52122728,church,building,Синагога на Большой Бронной,55.76019368211157,37.598092599211725,"POLYGON ((37.5980194 55.760021, 37.5977 55.7602622, 37.597723 55.7602713, 37.5977464 55.7602536, 37.597901 55.7603161, 37.5980266 55.7603669, 37.5980323 55.760377, 37.5980431 55.7603865, 37.598058 55.7603942, 37.5980758 55.7603994, 37.5980955 55.7604018, 37.5981156 55.7604013, 37.59814 55.7603979, 37.5981596 55.7603906, 37.598189 55.7603757, 37.5982133 55.7603584, 37.5982258 55.7603417, 37.5984454 55.7601298, 37.5980795 55.759977, 37.5980858 55.7599709, 37.598053 55.7599957, 37.5980527 55.7599951, 37.5980377 55.7599887, 37.598019 55.7599885, 37.5980036 55.7599946, 37.5979975 55.7600046, 37.5980029 55.7600147, 37.5980179 55.760021, 37.5980194 55.760021))",Москва,,Малая Бронная улица,6 с3,,,,http://www.bronnaya.ru,5,,+7 495 6957645;+7 495 6954530,,,,,,,,,,,
56,52132579,church,building,Англиканская церковь Святого Андрея,55.757955802045316,37.60536360939572,"POLYGON ((37.605509 55.7581309, 37.6055243 55.758121, 37.6055346 55.7581092, 37.6055391 55.7580963, 37.6055376 55.7580832, 37.60553 55.7580708, 37.605521 55.7580632, 37.6055445 55.7580544, 37.6054353 55.7579626, 37.6056087 55.7578694, 37.6055581 55.7578249, 37.6054931 55.7577678, 37.6050989 55.7579164, 37.6051137 55.7579289, 37.6050572 55.7579492, 37.6050893 55.757978, 37.6051236 55.7580076, 37.6051823 55.7579865, 37.6053502 55.7581275, 37.6053737 55.7581187, 37.6053828 55.7581264, 37.6054004 55.758135, 37.6054214 55.7581408, 37.6054443 55.7581433, 37.6054675 55.7581424, 37.6054896 55.7581382, 37.605509 55.7581309))",Москва,,Вознесенский переулок,8/5,,,,https://moscowanglican.org/,3,ru:Англиканская церковь Святого Андрея (Москва),+7 495 629-98-89,,,,,,,,,,,
57,52387394,church,building,Церковь Петра и Павла,55.751291064200196,37.64333556994237,"POLYGON ((37.6435557 55.751366, 37.6435784 55.7513592, 37.6435905 55.7513486, 37.6436019 55.7513313, 37.6436093 55.7513135, 37.6436059 55.7512882, 37.6435901 55.7512713, 37.6434401 55.751254, 37.6434459 55.7512283, 37.6434343 55.7512159, 37.6431637 55.7511847, 37.6431408 55.7512479, 37.6431213 55.7512456, 37.6431137 55.7512667, 37.6431069 55.7512855, 37.6431263 55.7512878, 37.6431061 55.7513432, 37.6431864 55.7513524, 37.6431823 55.7513635, 37.643363 55.7513843, 37.6433864 55.7513738, 37.6434026 55.7513484, 37.6435557 55.751366))",Москва,,Петропавловский переулок,4-6 с8,1702,,,,2,ru:Храм Святых Апостолов Петра и Павла у Яузских ворот,,,,,,,,,,,,
58,52434676,church,building,Церковь Илии Пророка Обыденного,55.74223553842236,37.603778623451795,"POLYGON ((37.6034889 55.7421843, 37.6035637 55.7421432, 37.6035086 55.7421115, 37.6035217 55.7421043, 37.6035346 55.7421116, 37.6035634 55.7420958, 37.6035521 55.7420893, 37.6035667 55.7420813, 37.603625 55.7421149, 37.6036972 55.7420752, 37.6037368 55.742098, 37.6037293 55.7421021, 37.6037816 55.7421323, 37.6037925 55.7421263, 37.6039314 55.7422064, 37.6038921 55.742228, 37.6039943 55.742287, 37.6040067 55.7422802, 37.6040276 55.7422922, 37.6040167 55.7422982, 37.6040933 55.7423423, 37.6040557 55.742363, 37.6040654 55.7423686, 37.60403 55.7423881, 37.6040223 55.7423836, 37.6039803 55.7424067, 37.6039063 55.7423641, 37.6038906 55.7423727, 37.6037731 55.7423049, 37.6037347 55.742326, 37.6034889 55.7421843))",Москва,building,2-й Обыденский переулок,6/3 с1,,,,,2,ru:Храм Илии Пророка Обыденного,,,,http://www.hram-ostozhenka.ru/,,,,,,,,
59,52450066,church,building,Храм Живоначальной Троицы в Хорошеве,55.77609856293512,37.456767740174676,"POLYGON ((37.456725 55.7762007, 37.4567403 55.7761966, 37.4567384 55.7761944, 37.456787 55.7761818, 37.4567887 55.7761838, 37.456804 55.7761798, 37.4568024 55.7761778, 37.4568306 55.7761705, 37.4568325 55.7761728, 37.4568478 55.7761688, 37.4568459 55.7761665, 37.4568758 55.7761588, 37.4568779 55.7761613, 37.4568932 55.7761573, 37.4568911 55.7761548, 37.4569078 55.7761505, 37.4569261 55.7761457, 37.4569283 55.7761484, 37.4569436 55.7761443, 37.4569414 55.7761418, 37.456982 55.7761313, 37.4569841 55.7761339, 37.4569994 55.7761298, 37.4569973 55.7761273, 37.4570078 55.7761225, 37.4570146 55.7761165, 37.4570165 55.7761072, 37.4570118 55.7760981, 37.4570033 55.7760908, 37.4569943 55.7760882, 37.4569895 55.7760824, 37.456995 55.7760797, 37.4569983 55.7760756, 37.4569961 55.7760672, 37.4569933 55.776061, 37.4569869 55.776056, 37.4569868 55.7760492, 37.4569845 55.7760423, 37.4569783 55.7760368, 37.4569702 55.7760343, 37.456966 55.7760279, 37.4569593 55.7760225, 37.4569522 55.7760189, 37.4569444 55.7760191, 37.4569395 55.7760136, 37.4569408 55.7760079, 37.4569383 55.7760024, 37.4569337 55.7759967, 37.4569252 55.7759886, 37.4569088 55.7759828, 37.4568918 55.7759807, 37.4568751 55.7759827, 37.4568743 55.7759817, 37.4568589 55.7759856, 37.4568598 55.7759867, 37.4568251 55.7759957, 37.4568244 55.7759948, 37.456809 55.7759986, 37.4568098 55.7759996, 37.4567742 55.7760089, 37.456773 55.7760074, 37.4567575 55.7760112, 37.4567588 55.7760129, 37.456731 55.77602, 37.4567301 55.7760188, 37.4567146 55.7760227, 37.4567157 55.776024, 37.4566854 55.7760319, 37.456684 55.77603, 37.4566685 55.7760339, 37.4566701 55.7760358, 37.456644 55.7760426, 37.4566427 55.7760409, 37.4566273 55.7760448, 37.4566287 55.7760466, 37.4565982 55.7760545, 37.4565967 55.7760526, 37.4565813 55.7760564, 37.4565829 55.7760584, 37.4565527 55.7760662, 37.4565515 55.7760648, 37.4565438 55.7760667, 37.4565436 55.7760664, 37.4565241 55.7760713, 37.456531 55.77608, 37.4565346 55.7760791, 37.4565716 55.7761242, 37.456508 55.7761407, 37.4565061 55.7761384, 37.4564964 55.776141, 37.4564982 55.7761432, 37.4564949 55.7761441, 37.456502 55.7761528, 37.4565054 55.7761519, 37.456515 55.7761636, 37.4565236 55.7761742, 37.4565205 55.776175, 37.4565286 55.7761848, 37.4565317 55.776184, 37.456533 55.7761857, 37.4565424 55.7761833, 37.456541 55.7761816, 37.4566067 55.7761647, 37.4566448 55.7762111, 37.4566393 55.7762126, 37.4566464 55.7762212, 37.4566659 55.7762161, 37.4566657 55.7762158, 37.4566733 55.7762138, 37.4566715 55.7762117, 37.4567231 55.7761983, 37.456725 55.7762007))",Москва,,Карамышевская набережная,15,,,,,4,,,,,,,,,,,,,
60,52467191,church,building,Церковь Троицы в Никитниках,55.75404836334261,37.63144242886437,"POLYGON ((37.6313722 55.7539352, 37.6314148 55.7539422, 37.631525 55.7539603, 37.6315447 55.7539348, 37.6316564 55.7539518, 37.6316753 55.7539615, 37.6316782 55.7539747, 37.6316695 55.7539908, 37.6316458 55.7539961, 37.6316606 55.7540099, 37.6316644 55.7540237, 37.6316639 55.7540387, 37.631655 55.7540512, 37.6316427 55.7540603, 37.6316291 55.7540674, 37.6315982 55.7540744, 37.6316084 55.7540829, 37.6316095 55.7540959, 37.6315997 55.7541099, 37.6315847 55.7541171, 37.6315646 55.7541215, 37.6315476 55.7541234, 37.6315243 55.7541208, 37.6314853 55.7541147, 37.6314604 55.7541525, 37.6313992 55.7541421, 37.6313789 55.7541743, 37.6312656 55.7541535, 37.6312847 55.7541215, 37.6311779 55.7541003, 37.6312197 55.7540234, 37.631315 55.7540373, 37.6313722 55.7539352))",Москва,,Никитников переулок,3,1653,,,,,ru:Церковь Троицы в Никитниках,,,,,,,,,,,,
61,52469238,church,building,Церковь Рождества Иоанна Предтечи у Варварских ворот,55.75329282501124,37.63223600621837,"POLYGON ((37.6320795 55.7532107, 37.6321113 55.7532151, 37.6321212 55.7531947, 37.6321338 55.7531915, 37.6322332 55.7532039, 37.6322425 55.7532052, 37.6323918 55.7532323, 37.6324286 55.7532409, 37.6324462 55.7532506, 37.6324654 55.7532775, 37.6324476 55.7533093, 37.6324386 55.7533213, 37.6324147 55.7533362, 37.6323733 55.7533422, 37.6323091 55.7533336, 37.6323202 55.7533479, 37.6323212 55.75337, 37.6322978 55.7533856, 37.6322713 55.7533934, 37.632239 55.753394, 37.6320614 55.7533684, 37.632037 55.7533634, 37.6320855 55.7532675, 37.6320551 55.7532635, 37.6320795 55.7532107))",Москва,,улица Варварка,15 с2,,,,,2,ru:Церковь Рождества Иоанна Предтечи у Варварских ворот,,,,,,,,,,,,
62,52499760,church,building,Храм Илии Пророка в Черкизове,55.800267144565126,37.73443160487233,"POLYGON ((37.7341582 55.8002935, 37.7342527 55.8002941, 37.7342515 55.8003528, 37.7346484 55.8003555, 37.734652 55.8001826, 37.7342533 55.8001799, 37.7342523 55.80023, 37.7341596 55.8002293, 37.7341582 55.8002935))",Москва,,Большая Черкизовская улица,17,1690,,,https://hramilii.ru/,,ru:Храм Илии Пророка в Черкизове,+7 499 1618182,6408,,,,https://vk.com/hramilii,,https://www.facebook.com/hramilii,https://www.instagram.com/hramilii,,https://www.youtube.com/c/ИлиинскийприходвЧеркизове,
